Date,State,Cases_Total,Cases_White,Cases_Black,Cases_Latinx,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_Latinx,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown
2020-12-02,NE,132530.0,63391.0,3462.0,,1972.0,829.0,147.0,,2757.0,59972.0,17456.0,50372.0,64702.0,1128.0,700.0,48.0,,19.0,16.0,0.0,,17.0,328.0,118.0,572.0,438.0
2021-02-03,NE,192042.0,101118.0,5028.0,,2771.0,1228.0,219.0,,3730.0,77948.0,22807.0,77949.0,91286.0,1931.0,1256.0,56.0,,29.0,24.0,1.0,,22.0,543.0,149.0,987.0,795.0
2020-08-05,NE,27489.0,16400.0,1700.0,,1300.0,288.0,38.0,,1700.0,6063.0,9900.0,10700.0,6889.0,335.0,254.0,24.0,,18.0,10.0,0.0,,12.0,17.0,77.0,218.0,40.0
2020-04-29,NE,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-19,NE,22583.0,13200.0,1400.0,,1300.0,250.0,33.0,,1600.0,4800.0,9300.0,7900.0,5383.0,301.0,231.0,22.0,,17.0,7.0,0.0,,11.0,13.0,71.0,196.0,34.0
2020-07-29,NE,25422.0,15000.0,1600.0,,1300.0,284.0,37.0,,1700.0,5501.0,9700.0,9400.0,6322.0,324.0,245.0,24.0,,18.0,9.0,0.0,,12.0,16.0,76.0,209.0,39.0
2020-08-26,NE,32727.0,20600.0,2000.0,,1400.0,335.0,50.0,,1800.0,6542.0,10900.0,14300.0,7527.0,386.0,298.0,27.0,,18.0,10.0,0.0,,12.0,21.0,84.0,252.0,50.0
2020-11-22,NE,114061.0,61763.0,3393.0,,1937.0,808.0,142.0,,2729.0,43289.0,17211.0,48982.0,47868.0,909.0,675.0,48.0,,19.0,14.0,0.0,,17.0,136.0,114.0,553.0,242.0
2020-11-04,NE,75888.0,44723.0,2945.0,,1756.0,632.0,113.0,,2366.0,23353.0,14687.0,34831.0,26370.0,669.0,516.0,42.0,,19.0,13.0,0.0,,15.0,64.0,108.0,419.0,142.0
2021-02-17,NE,197746.0,103103.0,5085.0,,2799.0,1250.0,221.0,,3796.0,81492.0,23177.0,80238.0,94331.0,2018.0,1332.0,58.0,,30.0,25.0,1.0,,24.0,548.0,158.0,1070.0,790.0
2021-02-07,NE,193722.0,101783.0,5046.0,,2780.0,1231.0,219.0,,3758.0,78905.0,22928.0,78387.0,92407.0,1968.0,1266.0,56.0,,29.0,24.0,1.0,,22.0,570.0,149.0,995.0,824.0
2020-07-22,NE,23486.0,13600.0,1400.0,,1300.0,256.0,33.0,,1600.0,5297.0,9400.0,8300.0,5786.0,311.0,237.0,23.0,,18.0,7.0,0.0,,12.0,14.0,74.0,202.0,35.0
2020-05-10,NE,8315.0,,,,,,,,,8315.0,,,,98.0,,,,,,,,,98.0,,,
2020-07-26,NE,24618.0,14400.0,1500.0,,1300.0,271.0,33.0,,1700.0,5414.0,9600.0,8900.0,6118.0,316.0,240.0,24.0,,18.0,9.0,0.0,,12.0,13.0,74.0,206.0,36.0
2020-06-07,NE,15634.0,,,,,,,,,15634.0,,,,188.0,,,,,,,,,188.0,,,
2020-08-19,NE,31040.0,19300.0,1900.0,,1400.0,323.0,47.0,,1800.0,6270.0,10600.0,13100.0,7340.0,371.0,287.0,27.0,,18.0,10.0,0.0,,12.0,17.0,81.0,245.0,45.0
2020-08-16,NE,30372.0,18700.0,1900.0,,1400.0,318.0,47.0,,1800.0,6207.0,10500.0,12600.0,7272.0,361.0,278.0,26.0,,18.0,10.0,0.0,,12.0,17.0,79.0,239.0,43.0
2020-08-02,NE,26702.0,15800.0,1600.0,,1300.0,286.0,38.0,,1700.0,5978.0,9800.0,10100.0,6802.0,332.0,254.0,24.0,,18.0,10.0,0.0,,12.0,14.0,77.0,218.0,37.0
2020-11-01,NE,70732.0,41710.0,2888.0,,1722.0,600.0,97.0,,2299.0,21416.0,14231.0,32301.0,24200.0,652.0,499.0,41.0,,18.0,13.0,0.0,,15.0,66.0,105.0,409.0,138.0
2020-11-18,NE,106617.0,59148.0,3323.0,,1908.0,778.0,138.0,,2672.0,38650.0,16792.0,46828.0,42997.0,826.0,640.0,46.0,,19.0,14.0,0.0,,17.0,90.0,114.0,526.0,186.0
2021-02-10,NE,194632.0,102303.0,5056.0,,2788.0,1238.0,219.0,,3769.0,79259.0,23021.0,79037.0,92574.0,1986.0,1275.0,56.0,,30.0,24.0,1.0,,23.0,577.0,149.0,999.0,838.0
2020-05-03,NE,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-25,NE,117682.0,63391.0,3462.0,,1972.0,829.0,147.0,,2757.0,45124.0,17456.0,50372.0,49854.0,950.0,700.0,48.0,,19.0,16.0,0.0,,17.0,150.0,118.0,572.0,260.0
2020-11-08,NE,83969.0,48090.0,3029.0,,1786.0,667.0,119.0,,2445.0,27833.0,15194.0,37622.0,31153.0,703.0,551.0,43.0,,19.0,13.0,0.0,,17.0,60.0,110.0,451.0,142.0
2021-02-21,NE,198949.0,103634.0,5102.0,,2808.0,1252.0,223.0,,3819.0,82111.0,23310.0,80912.0,94727.0,2047.0,1351.0,58.0,,30.0,26.0,1.0,,25.0,556.0,159.0,1089.0,799.0
2020-04-26,NE,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-11,NE,89942.0,50478.0,3084.0,,1811.0,700.0,125.0,,2523.0,31221.0,15589.0,39612.0,34741.0,731.0,574.0,44.0,,19.0,13.0,0.0,,17.0,64.0,112.0,469.0,150.0
2020-07-01,NE,19310.0,10700.0,1100.0,,1100.0,205.0,27.0,,1600.0,4578.0,8500.0,6000.0,4810.0,276.0,212.0,21.0,,15.0,8.0,0.0,,8.0,12.0,63.0,177.0,36.0
2020-06-14,NE,16725.0,7066.0,883.0,,883.0,126.0,12.0,,1299.0,6456.0,6057.0,3785.0,6883.0,216.0,114.0,10.0,,9.0,1.0,0.0,,3.0,79.0,30.0,91.0,95.0
2021-01-03,NE,169000.0,90780.0,3475.0,,2523.0,1112.0,205.0,,3475.0,66277.0,21362.0,71593.0,76045.0,1672.0,1144.0,57.0,,23.0,23.0,1.0,,22.0,402.0,144.0,891.0,637.0
2021-01-27,NE,188122.0,100239.0,4981.0,,2746.0,1212.0,219.0,,3693.0,75032.0,22658.0,77491.0,87973.0,1905.0,1250.0,56.0,,27.0,24.0,1.0,,22.0,525.0,149.0,982.0,774.0
2020-05-27,NE,12976.0,,,,,,,,,12976.0,,,,163.0,,,,,,,,,163.0,,,
2020-09-20,NE,41083.0,25700.0,2200.0,,1500.0,412.0,65.0,,1900.0,9306.0,11700.0,18700.0,10683.0,442.0,345.0,33.0,,18.0,11.0,0.0,,12.0,23.0,89.0,300.0,53.0
2021-02-24,NE,199782.0,103920.0,5111.0,,2808.0,1251.0,223.0,,3824.0,82645.0,23377.0,81302.0,95103.0,2054.0,1351.0,58.0,,30.0,26.0,1.0,,25.0,563.0,159.0,1089.0,806.0
2021-01-17,NE,181978.0,97876.0,4892.0,,2689.0,1183.0,214.0,,3620.0,71504.0,22300.0,75966.0,83712.0,1837.0,1233.0,56.0,,25.0,23.0,1.0,,22.0,477.0,148.0,967.0,722.0
2020-12-23,NE,159662.0,84751.0,4362.0,,2369.0,1070.0,198.0,,3329.0,63583.0,20576.0,67727.0,71359.0,1561.0,1066.0,57.0,,23.0,23.0,1.0,,21.0,370.0,139.0,834.0,588.0
2020-09-06,NE,35886.0,22000.0,2100.0,,1500.0,355.0,54.0,,1800.0,8077.0,11100.0,15500.0,9286.0,404.0,313.0,29.0,,18.0,10.0,0.0,,12.0,22.0,87.0,267.0,50.0
2020-12-13,NE,148861.0,63391.0,3462.0,,1972.0,829.0,147.0,,2757.0,76303.0,17456.0,50372.0,81033.0,1373.0,700.0,48.0,,19.0,16.0,0.0,,17.0,573.0,118.0,572.0,683.0
2020-09-13,NE,38188.0,24300.0,2200.0,,1500.0,386.0,61.0,,1900.0,7841.0,11500.0,17500.0,9188.0,434.0,341.0,31.0,,18.0,11.0,0.0,,12.0,21.0,88.0,296.0,50.0
2020-06-17,NE,17226.0,7066.0,883.0,,883.0,126.0,12.0,,1299.0,6957.0,6057.0,3785.0,7384.0,234.0,114.0,10.0,,9.0,1.0,0.0,,3.0,97.0,30.0,91.0,113.0
2020-12-30,NE,165297.0,87234.0,4464.0,,2429.0,1084.0,201.0,,3402.0,66483.0,20870.0,69369.0,75058.0,1611.0,1105.0,58.0,,23.0,23.0,1.0,,21.0,380.0,142.0,862.0,607.0
2020-05-20,NE,11122.0,,,,,,,,,11122.0,,,,138.0,,,,,,,,,138.0,,,
2020-09-02,NE,34995.0,21900.0,2100.0,,1500.0,347.0,54.0,,1800.0,7294.0,11100.0,15400.0,8495.0,399.0,313.0,29.0,,18.0,10.0,0.0,,12.0,17.0,87.0,267.0,45.0
2020-10-04,NE,47807.0,29500.0,2400.0,,1600.0,460.0,73.0,,2000.0,11774.0,12300.0,22000.0,13507.0,501.0,390.0,35.0,,18.0,12.0,0.0,,13.0,33.0,94.0,336.0,71.0
2020-04-15,NE,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,NE,18221.0,7066.0,883.0,,883.0,126.0,12.0,,1299.0,7952.0,6057.0,3785.0,8379.0,257.0,114.0,10.0,,9.0,1.0,0.0,,3.0,120.0,30.0,91.0,136.0
2020-07-05,NE,19929.0,11200.0,1200.0,,1200.0,213.0,30.0,,1600.0,4486.0,8700.0,6400.0,4829.0,284.0,219.0,21.0,,16.0,8.0,0.0,,8.0,12.0,67.0,181.0,36.0
2020-12-16,NE,152103.0,81379.0,4234.0,,2290.0,1023.0,190.0,,3242.0,59745.0,20079.0,65285.0,66739.0,1448.0,1046.0,57.0,,23.0,21.0,1.0,,21.0,279.0,136.0,819.0,493.0
2020-10-18,NE,58608.0,34900.0,2600.0,,1600.0,523.0,87.0,,2100.0,16798.0,13100.0,26600.0,18908.0,548.0,428.0,37.0,,18.0,13.0,0.0,,15.0,37.0,103.0,362.0,83.0
2020-09-16,NE,39419.0,24900.0,2200.0,,1500.0,391.0,64.0,,1900.0,8464.0,11600.0,18100.0,9719.0,439.0,342.0,31.0,,18.0,11.0,0.0,,12.0,25.0,88.0,297.0,54.0
2020-07-08,NE,20425.0,11600.0,1200.0,,1200.0,238.0,32.0,,1600.0,4555.0,8800.0,6600.0,5025.0,282.0,219.0,21.0,,16.0,8.0,0.0,,8.0,10.0,66.0,181.0,35.0
2020-05-31,NE,14101.0,,,,,,,,,14101.0,,,,170.0,,,,,,,,,170.0,,,
2021-01-20,NE,184482.0,97876.0,4892.0,,2689.0,1183.0,214.0,,3620.0,74008.0,22300.0,75966.0,86216.0,1862.0,1233.0,56.0,,25.0,23.0,1.0,,22.0,502.0,148.0,967.0,747.0
2020-10-07,NE,49396.0,30400.0,2500.0,,1600.0,469.0,74.0,,2000.0,12353.0,12500.0,22700.0,14196.0,507.0,397.0,36.0,,18.0,12.0,0.0,,14.0,30.0,95.0,340.0,72.0
2020-06-21,NE,17810.0,7066.0,883.0,,883.0,126.0,12.0,,1299.0,7541.0,6057.0,3785.0,7968.0,244.0,114.0,10.0,,9.0,1.0,0.0,,3.0,107.0,30.0,91.0,123.0
2021-03-03,NE,201608.0,104512.0,5117.0,,2809.0,1257.0,224.0,,3861.0,83828.0,23560.0,82131.0,95917.0,2091.0,1360.0,58.0,,30.0,26.0,1.0,,26.0,590.0,161.0,1095.0,835.0
2020-04-22,NE,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,NE,45564.0,27600.0,2300.0,,1600.0,437.0,68.0,,2000.0,11559.0,12000.0,20400.0,13164.0,478.0,370.0,33.0,,18.0,11.0,0.0,,12.0,34.0,91.0,319.0,68.0
2020-12-27,NE,161974.0,87234.0,4464.0,,2429.0,1084.0,201.0,,3402.0,63160.0,20870.0,69369.0,71735.0,1559.0,1105.0,58.0,,23.0,23.0,1.0,,21.0,328.0,142.0,862.0,555.0
2020-05-24,NE,12134.0,,,,,,,,,12134.0,,,,150.0,,,,,,,,,150.0,,,
2020-09-27,NE,44063.0,27600.0,2300.0,,1600.0,437.0,68.0,,2000.0,10058.0,12000.0,20400.0,11663.0,470.0,370.0,33.0,,18.0,11.0,0.0,,12.0,26.0,91.0,319.0,60.0
2020-07-15,NE,21979.0,12500.0,1300.0,,1200.0,245.0,33.0,,1600.0,5101.0,9100.0,7400.0,5479.0,291.0,220.0,22.0,,16.0,7.0,0.0,,10.0,16.0,67.0,187.0,37.0
2020-09-09,NE,36917.0,23200.0,2200.0,,1500.0,370.0,57.0,,1900.0,7690.0,11300.0,16600.0,9017.0,421.0,319.0,29.0,,18.0,11.0,0.0,,12.0,32.0,87.0,273.0,61.0
2020-04-19,NE,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-28,NE,18899.0,7066.0,883.0,,883.0,126.0,12.0,,1299.0,8630.0,6057.0,3785.0,9057.0,267.0,114.0,10.0,,9.0,1.0,0.0,,3.0,130.0,30.0,91.0,146.0
2020-04-12,NE,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-30,NE,34046.0,21400.0,2100.0,,1400.0,344.0,52.0,,1800.0,6950.0,11000.0,15000.0,8046.0,392.0,306.0,28.0,,18.0,10.0,0.0,,12.0,18.0,86.0,260.0,46.0
2020-06-10,NE,16025.0,,,,,,,,,16025.0,,,,195.0,,,,,,,,,195.0,,,
2021-01-13,NE,179199.0,97172.0,4870.0,,2673.0,1176.0,213.0,,3606.0,69489.0,22227.0,75632.0,81340.0,1803.0,1222.0,56.0,,24.0,23.0,1.0,,22.0,455.0,148.0,955.0,700.0
2020-12-06,NE,138568.0,63391.0,3462.0,,1972.0,829.0,147.0,,2757.0,66010.0,17456.0,50372.0,70740.0,1194.0,700.0,48.0,,19.0,16.0,0.0,,17.0,394.0,118.0,572.0,504.0
2020-09-23,NE,42278.0,26000.0,2300.0,,1500.0,407.0,65.0,,1900.0,10106.0,11700.0,19000.0,11578.0,462.0,363.0,33.0,,18.0,11.0,0.0,,12.0,25.0,90.0,316.0,56.0
2021-01-31,NE,190713.0,100664.0,4997.0,,2760.0,1222.0,219.0,,3709.0,77142.0,22713.0,77641.0,90359.0,1920.0,1253.0,56.0,,28.0,24.0,1.0,,22.0,536.0,149.0,984.0,787.0
2020-12-20,NE,156382.0,84751.0,4362.0,,2369.0,1070.0,198.0,,3329.0,60303.0,20576.0,67727.0,68079.0,1486.0,1066.0,57.0,,23.0,23.0,1.0,,21.0,295.0,139.0,834.0,513.0
2020-12-09,NE,143924.0,63391.0,3462.0,,1972.0,829.0,147.0,,2757.0,71366.0,17456.0,50372.0,76096.0,1294.0,700.0,48.0,,19.0,16.0,0.0,,17.0,494.0,118.0,572.0,604.0
2020-10-21,NE,60308.0,36600.0,2700.0,,1700.0,543.0,87.0,,2200.0,16478.0,13400.0,28100.0,18808.0,576.0,448.0,39.0,,18.0,13.0,0.0,,15.0,43.0,104.0,379.0,93.0
2021-01-24,NE,187147.0,100239.0,4981.0,,2746.0,1212.0,219.0,,3693.0,74057.0,22658.0,77491.0,86998.0,1879.0,1250.0,56.0,,27.0,24.0,1.0,,22.0,499.0,149.0,982.0,748.0
2021-02-28,NE,200848.0,104320.0,5115.0,,2809.0,1256.0,224.0,,3860.0,83264.0,23510.0,81884.0,95454.0,2082.0,1358.0,58.0,,30.0,26.0,1.0,,26.0,583.0,161.0,1094.0,827.0
2021-01-10,NE,176026.0,90780.0,4628.0,,2523.0,1112.0,205.0,,3475.0,73303.0,21362.0,71593.0,83071.0,1760.0,1144.0,57.0,,23.0,23.0,1.0,,22.0,490.0,144.0,891.0,725.0
2020-10-11,NE,52382.0,31800.0,2500.0,,1600.0,479.0,77.0,,2100.0,13826.0,12700.0,23900.0,15782.0,519.0,403.0,37.0,,18.0,13.0,0.0,,15.0,33.0,99.0,345.0,75.0
2020-07-12,NE,21172.0,12100.0,1300.0,,1200.0,243.0,32.0,,1600.0,4697.0,9000.0,7000.0,5172.0,285.0,219.0,22.0,,17.0,7.0,0.0,,8.0,12.0,67.0,183.0,35.0
2021-03-07,NE,201608.0,104512.0,5117.0,,2809.0,1257.0,224.0,,3861.0,83828.0,23560.0,82131.0,95917.0,2091.0,1360.0,58.0,,30.0,26.0,1.0,,26.0,590.0,161.0,1095.0,835.0
2020-10-14,NE,54467.0,33000.0,2600.0,,1600.0,494.0,83.0,,2100.0,14590.0,12900.0,24900.0,16667.0,530.0,410.0,37.0,,18.0,13.0,0.0,,15.0,37.0,101.0,348.0,81.0
2020-06-03,NE,14866.0,,,,,,,,,14866.0,,,,187.0,,,,,,,,,187.0,,,
2021-01-06,NE,172469.0,90780.0,4628.0,,2523.0,1112.0,205.0,,3475.0,69746.0,21362.0,71593.0,79514.0,1703.0,1144.0,57.0,,23.0,23.0,1.0,,22.0,433.0,144.0,891.0,668.0
2020-10-07,NH,8800.0,5729.0,392.0,1074.0,240.0,,,,270.0,1095.0,1074.0,6631.0,1095.0,448.0,406.0,9.0,13.0,4.0,,,,1.0,15.0,13.0,420.0,15.0
2020-11-22,NH,17598.0,10016.0,462.0,1509.0,373.0,15.0,6.0,116.0,221.0,4880.0,1509.0,11209.0,4880.0,512.0,449.0,9.0,16.0,4.0,0.0,0.0,0.0,1.0,33.0,16.0,463.0,33.0
2021-01-24,NH,62337.0,29919.0,852.0,3692.0,806.0,72.0,0.0,286.0,1760.0,24950.0,3692.0,33695.0,24950.0,987.0,766.0,12.0,20.0,7.0,1.0,0.0,0.0,4.0,177.0,20.0,790.0,177.0
2020-06-24,NH,5598.0,3426.0,288.0,484.0,143.0,,,,261.0,996.0,484.0,4118.0,996.0,347.0,259.0,6.0,10.0,3.0,,,,9.0,60.0,10.0,277.0,60.0
2021-01-20,NH,59437.0,28427.0,824.0,3716.0,765.0,63.0,0.0,272.0,1679.0,23691.0,3716.0,32030.0,23691.0,950.0,740.0,12.0,20.0,7.0,1.0,0.0,0.0,4.0,166.0,20.0,764.0,166.0
2021-02-17,NH,71965.0,35740.0,957.0,3965.0,938.0,79.0,0.0,344.0,1991.0,27951.0,3965.0,40049.0,27951.0,1148.0,868.0,12.0,23.0,8.0,1.0,0.0,1.0,10.0,225.0,23.0,900.0,225.0
2020-11-01,NH,11214.0,7348.0,420.0,1228.0,299.0,15.0,6.0,107.0,163.0,1628.0,1228.0,9986.0,1628.0,483.0,428.0,9.0,14.0,4.0,0.0,0.0,0.0,1.0,27.0,14.0,469.0,27.0
2020-09-09,NH,7494.0,4869.0,361.0,917.0,199.0,,,,255.0,893.0,917.0,5684.0,893.0,433.0,397.0,9.0,12.0,4.0,,,,2.0,9.0,12.0,412.0,9.0
2020-07-29,NH,6513.0,4175.0,338.0,718.0,171.0,,,,248.0,863.0,718.0,4932.0,863.0,411.0,382.0,9.0,11.0,4.0,,,,1.0,4.0,11.0,396.0,4.0
2020-09-13,NH,7696.0,4999.0,366.0,961.0,209.0,,,,249.0,912.0,961.0,5823.0,912.0,436.0,400.0,9.0,12.0,4.0,,,,1.0,10.0,12.0,414.0,10.0
2020-04-19,NH,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-23,NH,38512.0,18744.0,641.0,2217.0,548.0,36.0,0.0,179.0,870.0,15277.0,2217.0,21018.0,15277.0,677.0,550.0,10.0,19.0,4.0,0.0,0.0,0.0,1.0,93.0,19.0,565.0,93.0
2021-02-07,NH,68379.0,33344.0,920.0,3812.0,887.0,77.0,0.0,319.0,1902.0,27118.0,3812.0,37449.0,27118.0,1104.0,845.0,12.0,22.0,7.0,1.0,0.0,1.0,9.0,207.0,22.0,875.0,207.0
2020-08-19,NH,7036.0,4537.0,347.0,838.0,189.0,,,,255.0,870.0,838.0,5328.0,870.0,427.0,394.0,9.0,11.0,4.0,,,,2.0,7.0,11.0,409.0,7.0
2020-10-11,NH,9143.0,5974.0,395.0,1113.0,265.0,,,,276.0,1120.0,1113.0,6910.0,1120.0,456.0,415.0,9.0,13.0,4.0,,,,1.0,14.0,13.0,429.0,14.0
2020-06-28,NH,5747.0,3512.0,296.0,499.0,146.0,,,,258.0,1036.0,499.0,4212.0,1036.0,367.0,275.0,7.0,10.0,3.0,,,,9.0,63.0,10.0,294.0,63.0
2020-11-25,NH,18776.0,10496.0,470.0,1544.0,380.0,23.0,7.0,125.0,220.0,5511.0,1544.0,11721.0,5511.0,514.0,450.0,9.0,16.0,4.0,0.0,0.0,0.0,1.0,34.0,16.0,464.0,34.0
2020-05-27,NH,4286.0,1981.0,150.0,233.0,80.0,,,,253.0,1589.0,233.0,2464.0,1589.0,223.0,88.0,0.0,4.0,0.0,,,,10.0,121.0,4.0,98.0,121.0
2020-04-26,NH,1447.0,937.0,63.0,70.0,37.0,,,,51.0,289.0,,,,,,,,,,,,,,,,
2020-11-04,NH,11563.0,7643.0,422.0,1258.0,304.0,15.0,6.0,110.0,159.0,1646.0,1258.0,10305.0,1646.0,484.0,430.0,9.0,14.0,4.0,0.0,0.0,0.0,1.0,26.0,14.0,470.0,26.0
2020-09-30,NH,8266.0,5415.0,382.0,1023.0,225.0,,,,260.0,961.0,1023.0,6282.0,961.0,439.0,402.0,9.0,12.0,4.0,,,,1.0,11.0,12.0,416.0,11.0
2020-06-03,NH,4795.0,2617.0,232.0,338.0,114.0,,,,263.0,1231.0,338.0,3226.0,1231.0,265.0,147.0,4.0,8.0,2.0,,,,12.0,92.0,8.0,165.0,92.0
2021-03-07,NH,76861.0,39457.0,1025.0,4157.0,1036.0,87.0,0.0,394.0,2066.0,28639.0,4157.0,44065.0,28639.0,1184.0,1110.0,13.0,30.0,12.0,1.0,0.0,2.0,12.0,4.0,30.0,1150.0,4.0
2020-08-12,NH,6887.0,4435.0,343.0,806.0,182.0,,,,250.0,871.0,806.0,5210.0,871.0,420.0,389.0,9.0,11.0,4.0,,,,1.0,6.0,11.0,403.0,6.0
2021-01-06,NH,48838.0,23356.0,741.0,3258.0,647.0,50.0,0.0,230.0,1303.0,19253.0,3258.0,26327.0,19253.0,816.0,643.0,12.0,20.0,6.0,0.0,0.0,0.0,3.0,132.0,20.0,664.0,132.0
2020-09-23,NH,8007.0,5229.0,379.0,1002.0,220.0,,,,254.0,923.0,1002.0,6082.0,923.0,438.0,401.0,9.0,12.0,4.0,,,,1.0,11.0,12.0,415.0,11.0
2020-04-12,NH,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-15,NH,14671.0,8098.0,428.0,1294.0,318.0,15.0,6.0,116.0,170.0,4226.0,1294.0,9151.0,4226.0,499.0,434.0,9.0,14.0,4.0,0.0,0.0,0.0,1.0,37.0,14.0,448.0,37.0
2020-06-10,NH,5178.0,2881.0,257.0,387.0,123.0,,,,260.0,1270.0,387.0,3521.0,1270.0,301.0,189.0,6.0,8.0,2.0,,,,11.0,85.0,8.0,208.0,85.0
2021-02-14,NH,70785.0,35050.0,938.0,3923.0,923.0,78.0,0.0,336.0,1950.0,27587.0,3923.0,39275.0,27587.0,1133.0,863.0,12.0,23.0,8.0,1.0,0.0,1.0,10.0,215.0,23.0,895.0,215.0
2020-09-27,NH,8172.0,5341.0,381.0,1015.0,222.0,,,,257.0,956.0,1015.0,6201.0,956.0,439.0,402.0,9.0,12.0,4.0,,,,1.0,11.0,12.0,416.0,11.0
2020-05-06,NH,1938.0,1205.0,86.0,103.0,49.0,,,,82.0,413.0,,,,60.0,36.0,0.0,3.0,0.0,,,,1.0,20.0,,,
2020-08-09,NH,6831.0,4382.0,342.0,785.0,181.0,,,,248.0,893.0,785.0,5153.0,893.0,419.0,388.0,9.0,11.0,4.0,,,,1.0,6.0,11.0,402.0,6.0
2021-01-13,NH,54125.0,25696.0,790.0,3643.0,707.0,59.0,0.0,248.0,1528.0,21454.0,3643.0,29028.0,21454.0,885.0,689.0,12.0,24.0,6.0,1.0,0.0,0.0,3.0,150.0,24.0,711.0,150.0
2021-01-10,NH,51600.0,24594.0,769.0,3471.0,682.0,54.0,0.0,242.0,1429.0,20359.0,3471.0,27770.0,20359.0,869.0,680.0,12.0,22.0,6.0,1.0,0.0,0.0,3.0,145.0,22.0,702.0,145.0
2020-06-14,NH,5318.0,3240.0,271.0,424.0,133.0,,,,251.0,999.0,424.0,3895.0,999.0,320.0,234.0,6.0,9.0,3.0,,,,10.0,58.0,9.0,253.0,58.0
2020-11-08,NH,12488.0,8098.0,428.0,1294.0,318.0,15.0,6.0,116.0,170.0,2043.0,1294.0,9151.0,2043.0,489.0,434.0,9.0,14.0,4.0,0.0,0.0,0.0,1.0,27.0,14.0,448.0,27.0
2021-01-03,NH,46450.0,22255.0,1205.0,3029.0,628.0,48.0,0.0,215.0,1205.0,18349.0,3029.0,25072.0,18349.0,780.0,624.0,10.0,19.0,6.0,0.0,0.0,0.0,3.0,118.0,19.0,643.0,118.0
2020-09-20,NH,7947.0,5173.0,377.0,990.0,218.0,,,,251.0,938.0,990.0,6019.0,938.0,438.0,401.0,9.0,12.0,4.0,,,,1.0,11.0,12.0,415.0,11.0
2021-03-03,NH,75990.0,38539.0,1008.0,4118.0,1020.0,86.0,0.0,380.0,2048.0,28791.0,4118.0,43081.0,28791.0,1175.0,889.0,12.0,23.0,8.0,1.0,0.0,2.0,10.0,230.0,23.0,922.0,230.0
2020-06-21,NH,5544.0,3400.0,286.0,476.0,142.0,,,,261.0,979.0,476.0,4089.0,979.0,339.0,254.0,6.0,10.0,3.0,,,,9.0,57.0,10.0,272.0,57.0
2020-05-10,NH,3071.0,1479.0,105.0,143.0,59.0,,,,149.0,1136.0,,,,133.0,54.0,0.0,4.0,0.0,,,,1.0,74.0,,,
2020-05-31,NH,4651.0,1981.0,150.0,233.0,80.0,,,,253.0,1954.0,233.0,2464.0,1954.0,245.0,88.0,0.0,4.0,0.0,,,,10.0,143.0,4.0,98.0,143.0
2020-09-16,NH,7780.0,5064.0,372.0,971.0,215.0,,,,250.0,908.0,971.0,5901.0,908.0,438.0,401.0,9.0,12.0,4.0,,,,1.0,11.0,12.0,415.0,11.0
2020-08-16,NH,6988.0,4505.0,346.0,834.0,185.0,,,,253.0,865.0,834.0,5289.0,865.0,423.0,390.0,9.0,11.0,4.0,,,,2.0,7.0,11.0,405.0,7.0
2020-08-02,NH,6634.0,4262.0,339.0,747.0,173.0,,,,247.0,866.0,747.0,5021.0,866.0,417.0,387.0,9.0,11.0,4.0,,,,1.0,5.0,11.0,401.0,5.0
2020-12-27,NH,40809.0,19710.0,668.0,2465.0,575.0,40.0,0.0,190.0,965.0,16196.0,2465.0,22148.0,16196.0,708.0,573.0,10.0,19.0,5.0,0.0,0.0,0.0,1.0,100.0,19.0,589.0,100.0
2020-12-30,NH,43242.0,20851.0,699.0,2687.0,600.0,43.0,0.0,205.0,1062.0,17095.0,2687.0,23460.0,17095.0,741.0,593.0,10.0,19.0,5.0,0.0,0.0,0.0,2.0,112.0,19.0,610.0,112.0
2020-10-04,NH,8645.0,5659.0,390.0,1067.0,240.0,,,,269.0,1020.0,1067.0,6558.0,1020.0,443.0,405.0,9.0,12.0,4.0,,,,1.0,12.0,12.0,419.0,12.0
2020-06-17,NH,5436.0,3305.0,280.0,441.0,138.0,,,,255.0,1017.0,441.0,3978.0,1017.0,330.0,244.0,6.0,9.0,3.0,,,,10.0,68.0,9.0,263.0,68.0
