Date,State,Cases_Total,Cases_White,Cases_Black,Cases_Latinx,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_Latinx,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown
2021-03-07,AK,59332.0,18300.0,1499.0,,2447.0,12238.0,1508.0,4453.0,7130.0,11757.0,3197.0,29625.0,26510.0,305.0,127.0,9.0,,29.0,111.0,17.0,4.0,1.0,7.0,13.0,280.0,12.0
2021-01-17,AK,51938.0,16432.0,1362.0,,2060.0,10754.0,1410.0,4021.0,6514.0,9385.0,2946.0,27202.0,21790.0,229.0,87.0,9.0,,23.0,90.0,16.0,2.0,0.0,2.0,10.0,212.0,7.0
2020-05-31,AK,460.0,274.0,13.0,,46.0,41.0,15.0,16.0,12.0,43.0,40.0,366.0,54.0,10.0,5.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0
2021-01-13,AK,50816.0,16186.0,1345.0,,2025.0,10422.0,1399.0,3965.0,6404.0,9070.0,2919.0,26813.0,21084.0,226.0,85.0,9.0,,22.0,89.0,15.0,4.0,0.0,2.0,9.0,211.0,6.0
2020-06-03,AK,505.0,301.0,14.0,,49.0,54.0,15.0,16.0,12.0,44.0,41.0,404.0,60.0,10.0,5.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0
2021-01-10,AK,50218.0,16043.0,1335.0,,2014.0,10238.0,1397.0,3943.0,6371.0,8877.0,2907.0,26578.0,20733.0,224.0,83.0,9.0,,20.0,83.0,15.0,7.0,4.0,3.0,9.0,208.0,7.0
2020-06-07,AK,544.0,327.0,15.0,,52.0,59.0,16.0,21.0,12.0,42.0,43.0,447.0,54.0,10.0,5.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0
2021-01-06,AK,48899.0,14990.0,1284.0,,1910.0,9794.0,1342.0,3828.0,6165.0,9586.0,2699.0,24428.0,21772.0,220.0,83.0,9.0,,20.0,80.0,15.0,7.0,4.0,2.0,9.0,205.0,6.0
2020-06-10,AK,593.0,349.0,16.0,,57.0,69.0,16.0,22.0,12.0,52.0,45.0,476.0,72.0,11.0,6.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0
2021-01-03,AK,48098.0,14842.0,6083.0,,1887.0,9623.0,1322.0,3762.0,6083.0,9304.0,2686.0,24164.0,21248.0,215.0,80.0,9.0,,20.0,76.0,13.0,7.0,3.0,7.0,7.0,179.0,29.0
2020-06-14,AK,661.0,378.0,17.0,,58.0,71.0,17.0,24.0,15.0,81.0,48.0,514.0,99.0,12.0,7.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0
2020-12-30,AK,46483.0,14623.0,1245.0,,1864.0,9093.0,1307.0,3629.0,5971.0,8751.0,2647.0,23815.0,20021.0,203.0,74.0,8.0,,20.0,73.0,12.0,5.0,3.0,8.0,6.0,169.0,28.0
2020-06-17,AK,696.0,398.0,17.0,,59.0,78.0,17.0,24.0,17.0,86.0,49.0,540.0,107.0,12.0,7.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0
2020-12-27,AK,45781.0,14474.0,1241.0,,1846.0,8969.0,1302.0,3550.0,5863.0,8536.0,2626.0,23669.0,19486.0,200.0,73.0,8.0,,19.0,74.0,11.0,5.0,3.0,7.0,6.0,165.0,29.0
2020-06-21,AK,755.0,430.0,19.0,,58.0,83.0,18.0,26.0,16.0,105.0,52.0,578.0,125.0,12.0,7.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0
2020-12-23,AK,44828.0,14216.0,1218.0,,1806.0,8770.0,1275.0,3561.0,5748.0,8234.0,2601.0,23321.0,18906.0,197.0,72.0,8.0,,19.0,74.0,11.0,5.0,3.0,5.0,5.0,161.0,31.0
2020-06-24,AK,792.0,461.0,22.0,,58.0,89.0,20.0,28.0,17.0,97.0,54.0,614.0,124.0,12.0,7.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0
2020-12-20,AK,43871.0,13978.0,1202.0,,1771.0,8645.0,1258.0,3437.0,5577.0,8003.0,2570.0,22982.0,18319.0,184.0,66.0,7.0,,19.0,67.0,11.0,6.0,3.0,5.0,4.0,148.0,32.0
2020-06-28,AK,883.0,489.0,23.0,,60.0,101.0,25.0,32.0,17.0,136.0,57.0,654.0,172.0,14.0,9.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0
2020-12-16,AK,41041.0,13004.0,1115.0,,1687.0,8375.0,1205.0,3267.0,5256.0,7132.0,2337.0,21810.0,16894.0,181.0,62.0,7.0,,19.0,67.0,11.0,7.0,3.0,5.0,4.0,145.0,32.0
2020-05-27,AK,412.0,264.0,10.0,,46.0,36.0,14.0,16.0,12.0,14.0,39.0,351.0,22.0,10.0,5.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0
2020-07-01,AK,978.0,508.0,24.0,,60.0,113.0,27.0,32.0,20.0,194.0,60.0,683.0,470.0,14.0,9.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0
2021-01-20,AK,52393.0,16536.0,1368.0,,2079.0,10871.0,1416.0,4043.0,6558.0,9522.0,2964.0,27370.0,22059.0,253.0,99.0,9.0,,27.0,95.0,16.0,2.0,0.0,5.0,11.0,232.0,10.0
2021-01-24,AK,53315.0,16745.0,1380.0,,2104.0,11160.0,1430.0,4094.0,6617.0,9785.0,2989.0,27702.0,22624.0,259.0,105.0,9.0,,27.0,97.0,16.0,2.0,0.0,3.0,11.0,240.0,8.0
2020-04-19,AK,319.0,167.0,7.0,,33.0,14.0,4.0,10.0,5.0,79.0,21.0,195.0,,9.0,2.0,0.0,,2.0,2.0,1.0,0.0,0.0,2.0,0.0,5.0,4.0
2021-02-24,AK,57988.0,17891.0,1476.0,,2368.0,12079.0,1490.0,4389.0,7018.0,11277.0,3152.0,29261.0,25575.0,290.0,122.0,9.0,,29.0,104.0,16.0,4.0,1.0,5.0,12.0,268.0,10.0
2020-04-22,AK,335.0,184.0,7.0,,37.0,18.0,6.0,10.0,7.0,66.0,22.0,218.0,,9.0,2.0,0.0,,2.0,2.0,1.0,0.0,0.0,2.0,0.0,6.0,3.0
2021-02-21,AK,57405.0,17713.0,1470.0,,2331.0,11990.0,1479.0,4370.0,6962.0,11090.0,3126.0,29066.0,25213.0,289.0,121.0,9.0,,29.0,104.0,16.0,4.0,1.0,5.0,12.0,267.0,10.0
2020-04-26,AK,341.0,190.0,7.0,,41.0,18.0,6.0,0.0,9.0,70.0,25.0,232.0,,9.0,4.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0
2021-02-17,AK,56977.0,17572.0,1460.0,,2314.0,11922.0,1474.0,4347.0,6918.0,10970.0,3114.0,28896.0,24967.0,288.0,121.0,9.0,,29.0,104.0,16.0,4.0,1.0,4.0,12.0,267.0,9.0
2020-04-29,AK,355.0,206.0,7.0,,43.0,19.0,8.0,10.0,9.0,53.0,25.0,232.0,,,,,,,,,,,,,,
2021-02-14,AK,56410.0,17430.0,1452.0,,2249.0,11837.0,1467.0,4323.0,6855.0,10797.0,3098.0,28719.0,24593.0,282.0,117.0,9.0,,29.0,103.0,16.0,4.0,1.0,3.0,12.0,261.0,9.0
2020-05-03,AK,368.0,216.0,8.0,,44.0,22.0,10.0,11.0,9.0,48.0,30.0,265.0,73.0,,,,,,,,,,,,,
2021-02-10,AK,56097.0,17353.0,1444.0,,2235.0,11767.0,1457.0,4298.0,6832.0,10711.0,3090.0,28600.0,24407.0,280.0,115.0,9.0,,29.0,103.0,16.0,4.0,1.0,3.0,12.0,259.0,9.0
2020-05-06,AK,372.0,225.0,9.0,,44.0,22.0,13.0,11.0,9.0,39.0,32.0,277.0,63.0,,,,,,,,,,,,,
2021-02-07,AK,55259.0,17183.0,1430.0,,2195.0,11627.0,1444.0,4215.0,6746.0,10419.0,3056.0,28387.0,23816.0,279.0,114.0,9.0,,29.0,103.0,16.0,4.0,1.0,3.0,12.0,258.0,9.0
2020-05-10,AK,379.0,238.0,9.0,,45.0,24.0,13.0,12.0,10.0,28.0,35.0,305.0,39.0,10.0,,,,,,,,,0.0,,,10.0
2021-02-03,AK,54820.0,17073.0,1408.0,,2165.0,11512.0,1440.0,4187.0,6724.0,10311.0,3027.0,28228.0,23565.0,279.0,114.0,9.0,,29.0,103.0,16.0,4.0,1.0,3.0,12.0,258.0,9.0
2020-05-13,AK,383.0,250.0,9.0,,45.0,24.0,13.0,14.0,12.0,16.0,37.0,324.0,22.0,10.0,,,,,,,,,0.0,,,10.0
2021-01-31,AK,54351.0,16972.0,1402.0,,2148.0,11460.0,1437.0,4161.0,6688.0,10083.0,3019.0,28109.0,23223.0,262.0,105.0,9.0,,27.0,99.0,16.0,3.0,0.0,3.0,11.0,242.0,9.0
2020-05-17,AK,396.0,257.0,9.0,,45.0,29.0,13.0,15.0,12.0,16.0,38.0,336.0,22.0,10.0,,,,,,,,,0.0,,,10.0
2021-01-27,AK,53670.0,16832.0,1388.0,,2117.0,11252.0,1433.0,4117.0,6648.0,9883.0,3004.0,27847.0,22819.0,261.0,105.0,9.0,,27.0,99.0,16.0,2.0,0.0,3.0,11.0,242.0,8.0
2020-05-20,AK,402.0,261.0,9.0,,46.0,31.0,14.0,14.0,12.0,15.0,38.0,344.0,20.0,10.0,,,,,,,,,10.0,,,10.0
2020-05-24,AK,408.0,263.0,10.0,,46.0,33.0,14.0,15.0,12.0,15.0,39.0,348.0,21.0,10.0,,,,,,,,,10.0,,,10.0
2020-12-13,AK,41143.0,12050.0,1091.0,,1539.0,8025.0,1141.0,2993.0,5062.0,9242.0,2169.0,18990.0,19984.0,176.0,61.0,7.0,,18.0,65.0,11.0,6.0,3.0,5.0,4.0,140.0,32.0
2020-07-05,AK,1138.0,541.0,25.0,,60.0,131.0,29.0,36.0,22.0,294.0,64.0,726.0,696.0,16.0,10.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0
2020-12-09,AK,38707.0,11438.0,1039.0,,1430.0,7631.0,1109.0,2748.0,4717.0,8595.0,2072.0,18210.0,18425.0,150.0,53.0,6.0,,14.0,55.0,10.0,6.0,3.0,3.0,4.0,121.0,25.0
2020-10-28,AK,15155.0,4738.0,549.0,,647.0,3262.0,598.0,734.0,615.0,4012.0,1042.0,7616.0,6497.0,71.0,25.0,3.0,,7.0,24.0,7.0,1.0,1.0,3.0,1.0,61.0,9.0
2020-08-23,AK,5558.0,1335.0,194.0,,135.0,696.0,201.0,152.0,164.0,2681.0,340.0,1982.0,3236.0,32.0,13.0,0.0,,2.0,10.0,4.0,0.0,0.0,3.0,0.0,29.0,3.0
2020-10-25,AK,14064.0,4547.0,532.0,,627.0,3071.0,579.0,662.0,531.0,3515.0,1023.0,7371.0,5670.0,68.0,25.0,3.0,,7.0,24.0,7.0,0.0,0.0,2.0,1.0,61.0,6.0
2020-08-26,AK,5719.0,1360.0,200.0,,140.0,725.0,205.0,158.0,167.0,2764.0,346.0,2030.0,3343.0,37.0,15.0,0.0,,3.0,13.0,5.0,0.0,0.0,1.0,0.0,36.0,1.0
2020-10-21,AK,12644.0,4280.0,516.0,,586.0,2673.0,552.0,573.0,474.0,2990.0,986.0,7034.0,4624.0,68.0,25.0,3.0,,7.0,24.0,7.0,0.0,0.0,2.0,1.0,61.0,6.0
2020-08-30,AK,6086.0,1425.0,209.0,,145.0,816.0,219.0,171.0,181.0,2920.0,357.0,2162.0,3567.0,37.0,15.0,0.0,,3.0,13.0,5.0,0.0,0.0,1.0,0.0,36.0,1.0
2020-10-18,AK,12016.0,4072.0,493.0,,548.0,2519.0,526.0,522.0,452.0,2884.0,964.0,6654.0,4398.0,67.0,25.0,3.0,,7.0,24.0,7.0,0.0,0.0,1.0,1.0,61.0,5.0
2020-09-02,AK,6233.0,1446.0,213.0,,147.0,845.0,223.0,175.0,185.0,2999.0,362.0,2192.0,3679.0,39.0,16.0,0.0,,3.0,14.0,5.0,0.0,0.0,1.0,0.0,38.0,1.0
2020-10-14,AK,11183.0,3769.0,469.0,,488.0,2340.0,498.0,442.0,419.0,2758.0,923.0,6173.0,4087.0,64.0,24.0,2.0,,6.0,23.0,7.0,0.0,0.0,2.0,1.0,53.0,10.0
2020-09-06,AK,6656.0,1522.0,227.0,,155.0,947.0,234.0,192.0,201.0,3178.0,372.0,2309.0,3975.0,42.0,18.0,0.0,,3.0,14.0,5.0,0.0,0.0,2.0,1.0,39.0,2.0
2020-10-11,AK,10686.0,3590.0,454.0,,467.0,2218.0,489.0,422.0,404.0,2642.0,904.0,5920.0,3862.0,60.0,24.0,2.0,,5.0,21.0,7.0,0.0,0.0,1.0,1.0,52.0,7.0
2020-09-09,AK,6790.0,1549.0,230.0,,158.0,989.0,235.0,203.0,208.0,3218.0,376.0,2349.0,4065.0,42.0,18.0,0.0,,3.0,14.0,5.0,0.0,0.0,2.0,1.0,39.0,2.0
2020-10-07,AK,9861.0,3393.0,436.0,,436.0,2028.0,475.0,393.0,372.0,2328.0,883.0,5633.0,3345.0,59.0,24.0,2.0,,4.0,21.0,7.0,0.0,0.0,1.0,1.0,52.0,6.0
2020-09-13,AK,7193.0,1618.0,245.0,,166.0,1076.0,242.0,216.0,218.0,3412.0,388.0,2441.0,4364.0,44.0,18.0,0.0,,3.0,16.0,5.0,0.0,0.0,2.0,1.0,40.0,3.0
2020-10-04,AK,9376.0,3198.0,422.0,,411.0,1882.0,446.0,370.0,352.0,2295.0,832.0,5290.0,3254.0,58.0,23.0,2.0,,4.0,21.0,7.0,0.0,0.0,1.0,1.0,51.0,6.0
2020-09-16,AK,7365.0,1647.0,247.0,,168.0,1124.0,253.0,228.0,220.0,3478.0,396.0,2498.0,4471.0,44.0,18.0,0.0,,3.0,16.0,5.0,0.0,0.0,2.0,1.0,40.0,3.0
2020-09-30,AK,8780.0,2833.0,388.0,,338.0,1679.0,389.0,351.0,317.0,2485.0,731.0,4590.0,3459.0,56.0,23.0,2.0,,4.0,19.0,7.0,0.0,0.0,1.0,1.0,50.0,5.0
2020-09-20,AK,7767.0,1713.0,264.0,,177.0,1214.0,264.0,248.0,239.0,3648.0,410.0,2584.0,4773.0,45.0,18.0,1.0,,3.0,16.0,5.0,0.0,0.0,2.0,1.0,40.0,4.0
2020-09-27,AK,8431.0,2285.0,337.0,,249.0,1475.0,324.0,335.0,291.0,3135.0,578.0,3583.0,4270.0,56.0,23.0,2.0,,4.0,19.0,7.0,0.0,0.0,1.0,1.0,50.0,5.0
2020-08-19,AK,5247.0,1096.0,154.0,,114.0,640.0,186.0,134.0,117.0,2806.0,237.0,1705.0,3305.0,29.0,12.0,0.0,,2.0,10.0,4.0,0.0,0.0,1.0,0.0,28.0,1.0
2020-11-01,AK,16705.0,5063.0,574.0,,680.0,3555.0,623.0,833.0,778.0,4599.0,1089.0,7914.0,7702.0,83.0,31.0,3.0,,8.0,27.0,7.0,2.0,1.0,4.0,1.0,69.0,13.0
2020-08-16,AK,5060.0,1055.0,148.0,,113.0,597.0,177.0,124.0,111.0,2735.0,229.0,1625.0,3206.0,28.0,12.0,0.0,,2.0,10.0,4.0,0.0,0.0,0.0,0.0,28.0,0.0
2020-11-04,AK,17860.0,5268.0,602.0,,708.0,3837.0,642.0,900.0,845.0,5058.0,1122.0,8188.0,8550.0,84.0,31.0,3.0,,8.0,27.0,7.0,3.0,1.0,4.0,1.0,71.0,12.0
2020-07-08,AK,1226.0,584.0,30.0,,61.0,141.0,29.0,40.0,24.0,317.0,70.0,781.0,375.0,17.0,11.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0
2020-12-06,AK,37036.0,11070.0,1004.0,,1353.0,7323.0,1083.0,2605.0,4477.0,8121.0,1864.0,17628.0,17544.0,143.0,50.0,6.0,,13.0,54.0,9.0,6.0,3.0,2.0,1.0,118.0,24.0
2020-07-12,AK,1479.0,633.0,35.0,,63.0,177.0,39.0,43.0,30.0,459.0,87.0,848.0,544.0,17.0,11.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0
2020-12-02,AK,33797.0,10472.0,969.0,,1246.0,6939.0,1037.0,2194.0,3598.0,7342.0,1799.0,16863.0,15135.0,122.0,41.0,5.0,,9.0,44.0,9.0,3.0,2.0,9.0,1.0,95.0,26.0
2020-07-15,AK,1631.0,672.0,39.0,,65.0,204.0,53.0,43.0,36.0,519.0,99.0,921.0,611.0,17.0,11.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0
2020-07-19,AK,1874.0,726.0,45.0,,67.0,247.0,66.0,53.0,38.0,632.0,110.0,1000.0,764.0,18.0,11.0,0.0,,2.0,4.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0
2020-11-29,AK,32065.0,10211.0,957.0,,1212.0,6733.0,1019.0,2017.0,2926.0,6990.0,1782.0,16477.0,13806.0,121.0,40.0,5.0,,9.0,44.0,9.0,3.0,2.0,9.0,1.0,94.0,26.0
2020-07-22,AK,2132.0,750.0,49.0,,67.0,282.0,76.0,61.0,38.0,809.0,117.0,1045.0,970.0,19.0,11.0,0.0,,2.0,4.0,1.0,0.0,0.0,1.0,0.0,18.0,1.0
2020-11-25,AK,29543.0,9827.0,936.0,,1185.0,6325.0,983.0,1758.0,2146.0,6383.0,1845.0,15850.0,11848.0,116.0,38.0,4.0,,9.0,41.0,9.0,4.0,2.0,9.0,2.0,91.0,23.0
2021-02-28,AK,58293.0,17991.0,1481.0,,2396.0,12117.0,1493.0,4403.0,7033.0,11379.0,3165.0,29356.0,25772.0,290.0,122.0,9.0,,29.0,104.0,16.0,4.0,1.0,5.0,12.0,268.0,10.0
2020-07-26,AK,2524.0,810.0,70.0,,79.0,318.0,92.0,56.0,43.0,1056.0,143.0,1137.0,1244.0,20.0,11.0,0.0,,2.0,5.0,1.0,0.0,0.0,1.0,0.0,19.0,1.0
2020-07-29,AK,2797.0,852.0,81.0,,83.0,366.0,103.0,68.0,48.0,1196.0,150.0,1215.0,1432.0,22.0,11.0,0.0,,2.0,8.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0
2020-11-18,AK,25588.0,8751.0,857.0,,1077.0,5568.0,905.0,1515.0,1824.0,5091.0,1721.0,14421.0,9446.0,100.0,36.0,4.0,,8.0,31.0,9.0,4.0,2.0,6.0,1.0,85.0,14.0
2020-08-02,AK,3280.0,901.0,93.0,,94.0,414.0,128.0,92.0,64.0,1494.0,171.0,1322.0,1787.0,24.0,11.0,0.0,,2.0,8.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0
2020-11-15,AK,23814.0,6581.0,697.0,,823.0,5029.0,727.0,1301.0,1479.0,7177.0,1294.0,9974.0,12546.0,98.0,32.0,4.0,,8.0,31.0,9.0,4.0,2.0,8.0,1.0,81.0,16.0
2020-08-05,AK,4183.0,944.0,108.0,,98.0,461.0,137.0,101.0,73.0,2261.0,181.0,1411.0,2591.0,25.0,11.0,0.0,,2.0,9.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0
2020-11-11,AK,21331.0,5997.0,644.0,,772.0,4659.0,691.0,1168.0,1223.0,6177.0,1221.0,9235.0,10875.0,96.0,32.0,4.0,,8.0,31.0,9.0,4.0,1.0,7.0,1.0,80.0,15.0
2020-08-09,AK,4473.0,988.0,117.0,,103.0,488.0,149.0,107.0,91.0,2430.0,198.0,1461.0,2814.0,26.0,11.0,0.0,,2.0,9.0,4.0,0.0,0.0,0.0,0.0,26.0,0.0
2020-11-08,AK,19826.0,5655.0,618.0,,741.0,4293.0,668.0,1051.0,1085.0,5715.0,1183.0,8706.0,9937.0,84.0,31.0,3.0,,8.0,27.0,7.0,3.0,1.0,4.0,1.0,71.0,12.0
2020-08-12,AK,4655.0,1015.0,120.0,,105.0,520.0,166.0,110.0,92.0,2527.0,203.0,1517.0,2935.0,27.0,11.0,0.0,,2.0,10.0,4.0,0.0,0.0,0.0,0.0,27.0,0.0
2020-11-22,AK,27773.0,9378.0,908.0,,1129.0,5929.0,948.0,1661.0,2006.0,5814.0,1803.0,15207.0,10763.0,103.0,37.0,4.0,,8.0,31.0,9.0,4.0,2.0,8.0,1.0,86.0,16.0
2020-04-15,AK,293.0,133.0,4.0,,25.0,13.0,3.0,6.0,3.0,106.0,15.0,154.0,124.0,9.0,2.0,0.0,,2.0,2.0,1.0,0.0,0.0,2.0,0.0,5.0,4.0
2020-09-23,AK,7941.0,1865.0,280.0,,198.0,1310.0,269.0,275.0,245.0,3499.0,435.0,2886.0,4620.0,45.0,18.0,1.0,,3.0,16.0,5.0,0.0,0.0,2.0,1.0,40.0,4.0
2020-04-12,AK,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-03,AK,59030.0,18188.0,1494.0,,2437.0,12212.0,1506.0,4445.0,7109.0,11639.0,3188.0,29540.0,26302.0,303.0,126.0,9.0,,29.0,111.0,17.0,4.0,1.0,6.0,12.0,280.0,11.0
2020-04-22,AL,4903.0,2296.0,1842.0,,42.0,,,,110.0,613.0,194.0,3820.0,889.0,160.0,79.0,75.0,,2.0,,,,0.0,4.0,4.0,144.0,12.0
2020-12-23,AL,334569.0,104175.0,56662.0,,1276.0,,,,29702.0,142754.0,10127.0,115822.0,208620.0,4587.0,2325.0,1311.0,,15.0,,,,126.0,810.0,94.0,3243.0,1250.0
2020-11-04,AL,197777.0,60135.0,38683.0,,639.0,,,,17467.0,80853.0,8439.0,79955.0,109383.0,3006.0,1576.0,1052.0,,9.0,,,,76.0,293.0,77.0,2374.0,555.0
2021-02-17,AL,483167.0,154388.0,79834.0,,2172.0,,,,37418.0,209355.0,12010.0,159737.0,311420.0,9346.0,4343.0,2044.0,,22.0,,,,277.0,2660.0,130.0,5589.0,3627.0
2021-02-03,AL,465056.0,147937.0,76749.0,,2049.0,,,,36472.0,201849.0,11706.0,152473.0,300877.0,8203.0,3839.0,1854.0,,18.0,,,,238.0,2254.0,124.0,4975.0,3104.0
2020-04-19,AL,4903.0,2300.0,1831.0,,45.0,,,,102.0,625.0,167.0,3836.0,900.0,160.0,66.0,85.0,,5.0,,,,,4.0,5.0,138.0,17.0
2020-08-23,AL,115060.0,35362.0,29593.0,,429.0,,,,5912.0,43774.0,6836.0,52801.0,55422.0,2013.0,1034.0,792.0,,5.0,,,,43.0,139.0,57.0,1652.0,304.0
2021-02-07,AL,472423.0,150262.0,77839.0,,2077.0,,,,36879.0,205366.0,11837.0,154916.0,305670.0,8515.0,4076.0,1961.0,,19.0,,,,248.0,2211.0,125.0,5144.0,3246.0
2020-05-31,AL,18241.0,6861.0,7534.0,,86.0,,,,776.0,2983.0,1612.0,12607.0,4021.0,632.0,318.0,278.0,,3.0,,,,7.0,26.0,12.0,543.0,77.0
2020-05-06,AL,8691.0,3877.0,3351.0,,57.0,,,,304.0,1102.0,601.0,6493.0,1597.0,343.0,170.0,155.0,,3.0,,,,5.0,8.0,8.0,297.0,37.0
2020-06-10,AL,21989.0,7967.0,9221.0,,103.0,,,,1089.0,3609.0,2086.0,14969.0,4932.0,744.0,360.0,333.0,,5.0,,,,12.0,34.0,18.0,640.0,86.0
2020-10-25,AL,184355.0,56269.0,37070.0,,600.0,,,,15188.0,75228.0,8194.0,75783.0,100378.0,2866.0,1498.0,1021.0,,8.0,,,,73.0,266.0,76.0,2275.0,515.0
2020-07-12,AL,53587.0,18094.0,17650.0,,216.0,,,,3063.0,14562.0,4846.0,30427.0,18318.0,1121.0,543.0,479.0,,4.0,,,,19.0,69.0,34.0,937.0,143.0
2020-12-13,AL,295631.0,90818.0,51189.0,,1044.0,,,,27391.0,125189.0,9713.0,104733.0,181185.0,4102.0,2087.0,1225.0,,14.0,,,,109.0,,91.0,2961.0,1050.0
2020-05-20,AL,13052.0,5416.0,5248.0,,75.0,,,,529.0,1781.0,1091.0,9479.0,2481.0,522.0,267.0,226.0,,3.0,,,,7.0,19.0,12.0,447.0,63.0
2020-06-24,AL,32064.0,11210.0,12599.0,,132.0,,,,1840.0,6280.0,3317.0,20429.0,8317.0,891.0,430.0,404.0,,5.0,,,,14.0,38.0,25.0,764.0,102.0
2021-01-17,AL,422598.0,133816.0,69697.0,,1747.0,,,,34311.0,183027.0,11157.0,139563.0,271878.0,6120.0,2952.0,1570.0,,16.0,,,,159.0,1423.0,109.0,3971.0,2040.0
2021-01-06,AL,384184.0,121890.0,63904.0,,1572.0,,,,32337.0,164481.0,10666.0,129041.0,244477.0,4994.0,2495.0,1395.0,,15.0,,,,136.0,953.0,95.0,3459.0,1440.0
2020-05-27,AL,16032.0,6273.0,6730.0,,82.0,,,,653.0,2294.0,1380.0,11438.0,3214.0,583.0,296.0,256.0,,3.0,,,,7.0,21.0,12.0,502.0,69.0
2021-03-07,AL,499819.0,160347.0,82790.0,,2273.0,,,,38000.0,216409.0,12312.0,167064.0,320443.0,10148.0,4730.0,2223.0,,24.0,,,,300.0,2871.0,137.0,6083.0,3928.0
2020-09-27,AL,152321.0,46169.0,33576.0,,528.0,,,,10668.0,61364.0,7618.0,65133.0,79569.0,2501.0,1283.0,933.0,,8.0,,,,54.0,223.0,68.0,2007.0,426.0
2020-07-22,AL,71813.0,22694.0,20884.0,,267.0,,,,3957.0,24002.0,5457.0,36516.0,29832.0,1364.0,672.0,561.0,,4.0,,,,27.0,100.0,45.0,1126.0,193.0
2021-02-24,AL,490220.0,157043.0,81137.0,,2224.0,,,,37660.0,212156.0,12129.0,162952.0,315139.0,9744.0,4531.0,2134.0,,23.0,,,,287.0,2769.0,130.0,5835.0,3779.0
2020-07-08,AL,46962.0,15937.0,16006.0,,194.0,,,,2650.0,12171.0,4373.0,27325.0,15263.0,1058.0,513.0,459.0,,4.0,,,,18.0,64.0,33.0,891.0,134.0
2020-08-12,AL,104786.0,31308.0,27226.0,,383.0,,,,5352.0,40525.0,6471.0,47880.0,50434.0,1882.0,958.0,744.0,,4.0,,,,40.0,136.0,55.0,1543.0,284.0
2020-04-12,AL,3582.0,1657.0,1279.0,,37.0,,,,66.0,543.0,100.0,2695.0,788.0,,,,,,,,,,,,,
2020-06-14,AL,25615.0,8976.0,10497.0,,113.0,,,,1352.0,4674.0,2488.0,16856.0,6272.0,773.0,375.0,350.0,,5.0,,,,12.0,31.0,18.0,668.0,87.0
2020-07-26,AL,79294.0,24667.0,22269.0,,286.0,,,,4331.0,27739.0,5677.0,38938.0,34677.0,1473.0,740.0,599.0,,4.0,,,,29.0,101.0,47.0,1212.0,214.0
2020-11-22,AL,232506.0,69428.0,42478.0,,727.0,,,,24206.0,95667.0,8931.0,89159.0,134416.0,3457.0,1794.0,1126.0,,12.0,,,,92.0,433.0,82.0,2626.0,749.0
2021-03-03,AL,497154.0,159154.0,82171.0,,2248.0,,,,37912.0,215669.0,12245.0,165460.0,319449.0,10029.0,4674.0,2193.0,,24.0,,,,298.0,2840.0,135.0,6002.0,3892.0
2020-05-17,AL,11771.0,4975.0,4607.0,,70.0,,,,456.0,1662.0,981.0,8541.0,2268.0,488.0,246.0,215.0,,3.0,,,,6.0,18.0,11.0,418.0,59.0
2020-11-11,AL,208637.0,63241.0,39839.0,,670.0,,,,19769.0,85118.0,8606.0,83151.0,116880.0,3201.0,1665.0,1080.0,,11.0,,,,86.0,359.0,80.0,2479.0,642.0
