Date,State,Cases_Total,Cases_White,Cases_Black,Cases_Latinx,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_Latinx,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,White_Cases_per,Black_Cases_per,Latinx_Cases_per,Asian_Cases_per,Native_Cases_per,Pacific_Islander_Cases_per,White_Deaths_per,Black_Deaths_per,Latinx_Deaths_per,Asian_Deaths_per,Native_Deaths_per,Pacific_Islander_Deaths_per
2020-05-20,AK,402.0,261.0,9.0,,46.0,31.0,14.0,14.0,12.0,15.0,38.0,344.0,20.0,10.0,,,,,,,,,10.0,,,10.0,0.6492537313432836,0.022388059701492536,,0.11442786069651742,0.07711442786069651,0.03482587064676617,,,,,,
2020-05-24,AK,408.0,263.0,10.0,,46.0,33.0,14.0,15.0,12.0,15.0,39.0,348.0,21.0,10.0,,,,,,,,,10.0,,,10.0,0.6446078431372549,0.024509803921568627,,0.11274509803921569,0.08088235294117647,0.03431372549019608,,,,,,
2020-05-27,AK,412.0,264.0,10.0,,46.0,36.0,14.0,16.0,12.0,14.0,39.0,351.0,22.0,10.0,5.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.6407766990291263,0.024271844660194174,,0.11165048543689321,0.08737864077669903,0.03398058252427184,0.5,0.0,,0.2,0.2,0.1
2020-05-31,AK,460.0,274.0,13.0,,46.0,41.0,15.0,16.0,12.0,43.0,40.0,366.0,54.0,10.0,5.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.5956521739130435,0.02826086956521739,,0.1,0.0891304347826087,0.03260869565217391,0.5,0.0,,0.2,0.2,0.1
2020-06-03,AK,505.0,301.0,14.0,,49.0,54.0,15.0,16.0,12.0,44.0,41.0,404.0,60.0,10.0,5.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.596039603960396,0.027722772277227723,,0.09702970297029703,0.10693069306930693,0.0297029702970297,0.5,0.0,,0.2,0.2,0.1
2020-06-07,AK,544.0,327.0,15.0,,52.0,59.0,16.0,21.0,12.0,42.0,43.0,447.0,54.0,10.0,5.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.6011029411764706,0.027573529411764705,,0.09558823529411764,0.10845588235294118,0.029411764705882353,0.5,0.0,,0.2,0.2,0.1
2020-06-10,AK,593.0,349.0,16.0,,57.0,69.0,16.0,22.0,12.0,52.0,45.0,476.0,72.0,11.0,6.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.5885328836424958,0.026981450252951095,,0.09612141652613827,0.1163575042158516,0.026981450252951095,0.5454545454545454,0.0,,0.18181818181818182,0.18181818181818182,0.09090909090909091
2020-06-14,AK,661.0,378.0,17.0,,58.0,71.0,17.0,24.0,15.0,81.0,48.0,514.0,99.0,12.0,7.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.5718608169440242,0.025718608169440244,,0.08774583963691376,0.10741301059001512,0.025718608169440244,0.5833333333333334,0.0,,0.16666666666666666,0.16666666666666666,0.08333333333333333
2020-06-17,AK,696.0,398.0,17.0,,59.0,78.0,17.0,24.0,17.0,86.0,49.0,540.0,107.0,12.0,7.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.5718390804597702,0.02442528735632184,,0.08477011494252873,0.11206896551724138,0.02442528735632184,0.5833333333333334,0.0,,0.16666666666666666,0.16666666666666666,0.08333333333333333
2020-06-21,AK,755.0,430.0,19.0,,58.0,83.0,18.0,26.0,16.0,105.0,52.0,578.0,125.0,12.0,7.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.5695364238410596,0.025165562913907286,,0.07682119205298013,0.10993377483443709,0.02384105960264901,0.5833333333333334,0.0,,0.16666666666666666,0.16666666666666666,0.08333333333333333
2020-06-24,AK,792.0,461.0,22.0,,58.0,89.0,20.0,28.0,17.0,97.0,54.0,614.0,124.0,12.0,7.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.5820707070707071,0.027777777777777776,,0.07323232323232323,0.11237373737373738,0.025252525252525252,0.5833333333333334,0.0,,0.16666666666666666,0.16666666666666666,0.08333333333333333
2020-06-28,AK,883.0,489.0,23.0,,60.0,101.0,25.0,32.0,17.0,136.0,57.0,654.0,172.0,14.0,9.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.5537938844847112,0.026047565118912798,,0.06795016987542468,0.1143827859569649,0.028312570781426953,0.6428571428571429,0.0,,0.14285714285714285,0.14285714285714285,0.07142857142857142
2020-07-01,AK,978.0,508.0,24.0,,60.0,113.0,27.0,32.0,20.0,194.0,60.0,683.0,470.0,14.0,9.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.5194274028629857,0.024539877300613498,,0.06134969325153374,0.11554192229038855,0.027607361963190184,0.6428571428571429,0.0,,0.14285714285714285,0.14285714285714285,0.07142857142857142
2020-07-05,AK,1138.0,541.0,25.0,,60.0,131.0,29.0,36.0,22.0,294.0,64.0,726.0,696.0,16.0,10.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.47539543057996486,0.021968365553602813,,0.05272407732864675,0.11511423550087874,0.025483304042179262,0.625,0.0,,0.125,0.1875,0.0625
2020-07-08,AK,1226.0,584.0,30.0,,61.0,141.0,29.0,40.0,24.0,317.0,70.0,781.0,375.0,17.0,11.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.4763458401305057,0.024469820554649267,,0.049755301794453505,0.11500815660685156,0.02365415986949429,0.6470588235294118,0.0,,0.11764705882352941,0.17647058823529413,0.058823529411764705
2020-07-12,AK,1479.0,633.0,35.0,,63.0,177.0,39.0,43.0,30.0,459.0,87.0,848.0,544.0,17.0,11.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.4279918864097363,0.023664638269100743,,0.04259634888438134,0.11967545638945233,0.02636916835699797,0.6470588235294118,0.0,,0.11764705882352941,0.17647058823529413,0.058823529411764705
2020-07-15,AK,1631.0,672.0,39.0,,65.0,204.0,53.0,43.0,36.0,519.0,99.0,921.0,611.0,17.0,11.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.41201716738197425,0.023911710606989576,,0.039852851011649294,0.12507664009809932,0.03249540159411404,0.6470588235294118,0.0,,0.11764705882352941,0.17647058823529413,0.058823529411764705
2020-07-19,AK,1874.0,726.0,45.0,,67.0,247.0,66.0,53.0,38.0,632.0,110.0,1000.0,764.0,18.0,11.0,0.0,,2.0,4.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.3874066168623266,0.0240128068303095,,0.03575240128068303,0.13180362860192102,0.035218783351120594,0.6111111111111112,0.0,,0.1111111111111111,0.2222222222222222,0.05555555555555555
