Date,State,Cases_Total,Cases_White,Cases_Black,Cases_Latinx,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_Latinx,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,White_Cases_per,Black_Cases_per,Latinx_Cases_per,Asian_Cases_per,Native_Cases_per,Pacific_Islander_Cases_per,White_Deaths_per,Black_Deaths_per,Latinx_Deaths_per,Asian_Deaths_per,Native_Deaths_per,Pacific_Islander_Deaths_per,Total_Population,White,White_per,Black,Black_per,Native_American_or_Alaskan_Native,Native_American_or_Alaskan_Native_per,Asian,Asian_per,Pacific_Islander,Pacific_Islander_per,Other,Other_per,Mixed,Mixed_per,Latinx,Latinx_per
2021-03-07,LA,433785.0,218332.0,136460.0,,16684.0,1527.0,492.0,,34552.0,25738.0,,,433785.0,9748.0,5798.0,3723.0,,75.0,15.0,13.0,,39.0,85.0,238.0,8966.0,544.0,0.5033184642161439,0.3145798033588068,,0.0384614497965582,0.0035201770462325,0.0011342024274698,0.5947886745999179,0.3819244973327862,,0.007693885925318,0.0015387771850636,0.0013336068937217,"4,657,757","2,596,702",0.5575,"1,452,420",0.3118,"25,994",0.0056,"85,336",0.0183,"1,706",0.0004,"16,954",0.0036,"156,096",0.0335,"322,549",0.0692
2021-03-07,MA,591356.0,219467.0,35342.0,125873.0,16039.0,504.0,156.0,,47605.0,146370.0,125873.0,319113.0,146370.0,16417.0,12022.0,1069.0,1289.0,414.0,11.0,5.0,,1373.0,234.0,1289.0,14894.0,234.0,0.3711250076096294,0.0597643382328073,0.2128548623840799,0.0271224101894628,0.0008522784921434,0.0002638004856634,0.7322896997015289,0.0651154291283425,0.0785161722604617,0.0252177620758969,0.0006700371566059,0.0003045623439117,"7,029,917","4,748,897",0.6755,"457,055",0.065,"9,387",0.0013,"504,900",0.0718,"1,607",0.0002,"92,108",0.0131,"328,278",0.0467,"887,685",0.1263
2021-03-07,MD,387319.0,134697.0,112033.0,62261.0,8867.0,,,,18321.0,51140.0,62261.0,273918.0,51140.0,7955.0,4078.0,2736.0,727.0,277.0,,,,80.0,57.0,727.0,7171.0,57.0,0.3477676024155799,0.2892525282777246,0.1607486335552864,0.0228932740196065,,,0.5126335637963545,0.3439346323067253,0.0913890634820867,0.0348208673790069,,,"6,177,224","2,913,782",0.4717,"1,795,027",0.2905999999999999,"12,055",0.002,"417,962",0.0677,"2,575",0.0004,"35,314",0.0056999999999999,"270,764",0.0438,"729,745",0.1181
2021-03-07,ME,45794.0,36271.0,2252.0,,502.0,139.0,26.0,178.0,907.0,5519.0,695.0,31103.0,13996.0,706.0,602.0,10.0,,3.0,5.0,0.0,1.0,6.0,79.0,6.0,491.0,209.0,0.7920469930558588,0.0491767480455954,,0.0109621347774817,0.0030353321395816,0.0005677599685548,0.8526912181303116,0.0141643059490084,,0.0042492917847025,0.0070821529745042,0.0,"1,362,359","1,228,264",0.9016,"25,115",0.0184,"7,293",0.0054,"16,668",0.0121999999999999,407,0.0003,"4,430",0.0033,"53,573",0.0393,"26,609",0.0195
2021-03-07,MI,656072.0,378135.0,74321.0,,10362.0,3596.0,,25954.0,35465.0,128239.0,33855.0,421946.0,200271.0,16658.0,11205.0,3634.0,,179.0,79.0,,270.0,425.0,866.0,480.0,13206.0,2972.0,0.5763620456291383,0.1132817739516394,,0.0157939982197075,0.0054811057322976,,0.6726497778845,0.2181534397886901,,0.0107455877056069,0.0047424660823628,,"10,077,331","7,295,651",0.7240000000000001,"1,358,458",0.1348,"47,406",0.0046999999999999,"332,288",0.033,"2,603",0.0003,"37,183",0.0037,"439,320",0.0436,"564,422",0.0559999999999999
2021-03-07,MN,490011.0,327714.0,39044.0,43792.0,21470.0,4634.0,556.0,8424.0,6470.0,37907.0,43792.0,408312.0,37907.0,6550.0,5440.0,319.0,203.0,259.0,90.0,6.0,101.0,23.0,109.0,203.0,6238.0,109.0,0.6687890680005143,0.0796798439218711,0.0893694223190908,0.0438153429208732,0.0094569305587017,0.0011346684054031,0.8305343511450382,0.0487022900763358,0.0309923664122137,0.0395419847328244,0.0137404580152671,0.0009160305343511,"5,706,494","4,353,880",0.763,"392,850",0.0688,"57,046",0.01,"297,460",0.0521,"2,621",0.0005,"20,963",0.0037,"236,034",0.0414,"345,640",0.0605999999999999
2021-03-07,MO,480643.0,252254.0,42276.0,,4317.0,942.0,22.0,108.0,63952.0,116772.0,17167.0,259531.0,203945.0,8161.0,5162.0,1069.0,,67.0,12.0,1.0,0.0,1295.0,555.0,170.0,6395.0,1596.0,0.5248261183456329,0.0879571740356147,,0.008981718239941,0.0019598745846709,4.577201790102009e-05,0.6325205244455336,0.1309888494057101,,0.0082097782134542,0.0014704080382306,0.0001225340031858,"6,154,913","4,663,907",0.7578,"692,774",0.1125999999999999,"23,496",0.0038,"132,158",0.0215,"9,293",0.0015,"22,377",0.0036,"307,840",0.05,"303,068",0.0492
2021-03-07,MP,145.0,,,,,,,,,145.0,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,"47,329","1,015",0.0214,65,0.0014,12,0.0003,"22,054",0.466,"20,665",0.4366,65,0.0014,"3,453",0.073,554,0.0116999999999999
2021-03-07,MS,297581.0,140893.0,97848.0,6525.0,1415.0,2215.0,,,10036.0,38649.0,6525.0,202316.0,88740.0,6808.0,3670.0,2671.0,60.0,18.0,114.0,,,103.0,172.0,60.0,5599.0,1149.0,0.4734610072551675,0.32881131523854,0.0219268031225111,0.0047550078802074,0.0074433515580631,,0.5390716803760282,0.3923325499412456,0.008813160987074,0.0026439482961222,0.0167450058754406,,"2,961,279","1,639,077",0.5535,"1,079,001",0.3644,"14,019",0.0046999999999999,"32,305",0.0109,"1,037",0.0004,"7,174",0.0024,"83,446",0.0282,"105,220",0.0355
2021-03-07,MT,100914.0,63627.0,460.0,,342.0,8156.0,114.0,,6782.0,21433.0,2323.0,62230.0,36361.0,1381.0,856.0,1.0,,1.0,205.0,1.0,,121.0,196.0,25.0,905.0,451.0,0.6305071645163208,0.004558336801633,,0.0033890243177358,0.0808212933785203,0.0011296747725786,0.6198406951484432,0.000724112961622,,0.000724112961622,0.1484431571325126,0.000724112961622,"1,084,225","901,318",0.8312999999999999,"5,077",0.0046999999999999,"64,592",0.0596,"8,077",0.0074,839,0.0008,"4,374",0.004,"54,749",0.0504999999999999,"45,199",0.0417
2021-03-07,NC,872176.0,442322.0,146993.0,,13620.0,11199.0,,,98470.0,159572.0,118914.0,441831.0,311431.0,11502.0,7160.0,2662.0,,120.0,126.0,,,716.0,718.0,803.0,8916.0,1783.0,0.5071476399258865,0.1685359377006475,,0.0156161141787896,0.0128402982884188,,0.6225004347070074,0.2314380107807337,,0.010432968179447,0.0109546165884194,,"10,439,388","6,312,148",0.6046,"2,107,526",0.2019,"100,886",0.0097,"340,059",0.0326,"6,980",0.0007,"46,340",0.0044,"406,853",0.039,"1,118,596",0.1072
2021-03-07,ND,100391.0,55720.0,2881.0,,1317.0,4376.0,,1377.0,28.0,34692.0,,,100391.0,1478.0,,,,,,,,,1478.0,,,1478.0,0.5550298333515953,0.0286977916347082,,0.013118705860087,0.0435895648016256,,,,,,,,"779,094","636,160",0.8165,"26,152",0.0336,"37,350",0.0479,"13,050",0.0168,869,0.0011,"1,853",0.0024,"30,248",0.0388,"33,412",0.0429
2021-03-07,NE,201608.0,104512.0,5117.0,,2809.0,1257.0,224.0,,3861.0,83828.0,23560.0,82131.0,95917.0,2091.0,1360.0,58.0,,30.0,26.0,1.0,,26.0,590.0,161.0,1095.0,835.0,0.5183921272965358,0.0253809372643942,,0.0139329788500456,0.006234871632078,0.0011110670211499,0.6504065040650406,0.0277379244380679,,0.0143472022955523,0.0124342419894787,0.0004782400765184,"1,961,504","1,484,687",0.7569,"94,405",0.0481,"15,051",0.0077,"52,359",0.0266999999999999,"1,318",0.0007,"6,335",0.0032,"72,634",0.037,"234,715",0.1197
2021-03-07,NH,76861.0,39457.0,1025.0,4157.0,1036.0,87.0,0.0,394.0,2066.0,28639.0,4157.0,44065.0,28639.0,1184.0,1110.0,13.0,30.0,12.0,1.0,0.0,2.0,12.0,4.0,30.0,1150.0,4.0,0.5133552777091113,0.0133357619599016,0.0540846463095718,0.0134788774541054,0.0011319134541575,0.0,0.9375,0.0109797297297297,0.0253378378378378,0.0101351351351351,0.0008445945945945,0.0,"1,377,529","1,200,649",0.8715999999999999,"18,655",0.0135,"2,299",0.0017,"35,604",0.0258,388,0.0003,"5,916",0.0043,"54,564",0.0395999999999999,"59,454",0.0432
2021-03-07,NJ,812609.0,268537.0,69860.0,161066.0,30370.0,,,,107239.0,175537.0,161066.0,476006.0,175537.0,23574.0,12932.0,3743.0,4338.0,1178.0,,,,912.0,471.0,4338.0,18765.0,471.0,0.3304627440749487,0.0859700052546796,0.1982084864922736,0.0373734477467022,,,0.5485704589802325,0.1587766183083057,0.1840162891320946,0.049970306269619,,,"9,288,994","4,816,381",0.5185,"1,154,142",0.1242,"11,206",0.0012,"942,921",0.1015,"1,944",0.0002,"70,354",0.0076,"289,471",0.0312,"2,002,575",0.2155999999999999
